latitude,longitude,confidence
-27.6803,-50.4088,87.0
-27.6789,-50.3978,92.0
-27.652,-51.2092,57.0
-27.6122,-48.665,63.0
-27.6037,-50.7814,59.0
-27.5974,-50.0471,53.0
-27.5891,-55.0145,55.0
-27.5218,-54.7495,53.0
-27.5078,-50.5866,84.0
-27.5061,-50.5719,65.0
-27.4129,-52.5501,70.0
-27.412950000000002,-52.53905,49.0
-27.3676,-52.7734,30.0
-27.3572,-53.3922,37.0
-27.3088,-49.95,85.0
-27.2578,-51.8379,20.0
-27.2561,-51.8238,38.0
-27.245,-52.3564,53.0
-27.2372,-52.0345,66.0
-27.2305,-52.0283,40.0
-27.2322,-52.024,27.0
-27.2077,-51.0627,43.0
-27.1468,-52.3614,62.0
-27.1496,-52.3543,41.0
-27.1537,-52.3302,55.0
-27.1473,-51.9085,38.0
-27.1301,-48.6167,36.0
-27.0919,-49.416,65.0
-27.0719,-51.658,61.0
-27.0394,-49.5789,100.0
-27.038,-49.5683,83.0
-27.0304,-50.9263,49.0
-27.0291,-50.9189,59.0
-27.0236,-51.5642,51.0
-27.0247,-50.9262,49.0
-27.0063,-51.0666,59.0
-26.9888,-49.7686,63.0
-26.9671,-52.5398,47.0
-26.9693,-49.3496,26.0
-26.9623,-52.5311,54.0
-26.9528,-53.3356,41.0
-26.9514,-53.3295,64.0
-26.9536,-48.747,63.0
-26.9521,-48.7354,21.0
-26.9426,-48.707499999999996,42.0
-26.8914,-48.7279,37.0
-26.876,-52.4007,45.0
-26.8662,-49.0927,42.0
-26.8144,-52.5081,60.0
-26.7902,-50.9542,27.0
-26.7619,-52.233,42.0
-26.7478,-53.8453,48.0
-26.753,-49.1716,23.0
-26.7253,-50.2293,91.0
-26.7238,-50.2173,71.0
-26.716,-49.7526,56.0
-26.7146,-48.9132,60.0
-26.6712,-48.9535,54.0
-26.6446,-52.3049,26.0
-26.64145,-48.70235,41.5
-26.5479,-51.2707,75.0
-26.5425,-51.2649,57.0
-26.5266,-50.2733,63.0
-26.4925,-49.0727,27.0
-26.4797,-49.0081,32.0
-26.4805,-48.9931,49.0
-26.4826,-48.7448,87.0
-26.4551,-49.969,55.0
-26.4401,-52.7779,56.0
-26.4319,-51.422,71.0
-26.383,-49.0553,72.0
-26.3768,-48.715,34.0
-26.3267,-49.5801,58.0
-26.3218,-53.6675,100.0
-26.3204,-53.6567,89.0
-26.3172,-49.5817,34.0
-26.3089,-52.9583,43.0
-26.3061,-52.2798,0.0
-26.19085,-50.26035,27.0
-26.0823,-53.0575,33.0
-26.0792,-53.0508,32.0
-26.0786,-48.6112,0.0
-26.0734,-48.6178,10.0
-26.0372,-48.8498,56.0
-26.0196,-53.7378,36.0
-26.0158,-53.3451,32.0
-26.0215,-50.0033,74.0
-26.009549999999997,-49.8001,40.5
-26.0062,-49.7919,68.0
-25.952,-53.4231,47.0
-25.9498,-50.4251,55.0
-25.9309,-50.9845,59.0
-25.9198,-53.4695,39.0
-25.8885,-48.5898,0.0
-25.8931,-48.5804,0.0
-25.8574,-52.5248,59.0
-25.8614,-51.4108,88.0
-25.8598,-51.3969,55.0
-25.8645,-50.39,30.0
-25.8296,-53.7445,66.0
-25.8337,-53.1147,30.0
-25.7955,-53.9435,78.0
-25.794,-53.9336,93.0
-25.7866,-53.308499999999995,51.0
-25.7831,-53.3087,31.0
-25.7744,-53.5345,26.0
-25.7565,-53.072,17.0
-25.7138,-52.7,58.0
-25.6975,-50.7631,76.0
-25.6714,-53.8086,55.0
-25.6671,-49.1826,41.0
-25.666966666666667,-49.170566666666666,63.666666666666664
-25.6514,-54.1561,67.0
-25.6057,-54.575,34.0
-25.6147,-54.0235,45.0
-25.5769,-54.572,33.0
-25.5354,-50.9034,68.0
-25.4978,-49.0668,24.0
-25.4559,-49.5321,61.0
-25.4537,-49.5252,62.0
-25.4076,-51.358,51.0
-25.3961,-51.3662,58.0
-25.3563,-54.3016,43.0
-25.3238,-51.4976,41.0
-25.313,-53.2421,71.0
-25.2959,-49.4938,75.0
-25.2793,-49.4548,54.0
-25.2779,-49.4446,60.0
-25.268,-54.5951,0.0
-25.2682,-48.9632,70.0
-25.2469,-49.0805,39.0
-25.2447,-53.9845,47.0
-25.2433,-53.9739,43.0
-25.2405,-49.6361,59.0
-25.2398,-49.4912,44.0
-25.1983,-51.0193,51.0
-25.1766,-49.7138,41.0
-25.1236,-51.1911,78.0
-25.1248,-50.0526,43.0
-25.1127,-51.1818,25.0
-25.0935,-51.164,81.0
-25.0859,-49.3193,76.0
-25.087899999999998,-49.311499999999995,68.0
-25.0815,-49.3262,47.0
-25.0801,-49.3164,83.0
-25.07855,-49.3117,73.5
-25.0418,-49.5956,52.0
-25.0285,-53.1647,51.0
-25.0326,-50.6287,44.0
-25.0339,-49.2189,52.0
-25.01845,-53.17125,92.5
-25.0189,-53.1633,96.0
-25.0078,-53.1778,67.0
-25.012,-52.1068,45.0
-25.011200000000002,-51.201899999999995,66.5
-25.0079,-49.4115,53.0
-24.9965,-51.016,69.0
-24.9979,-51.0089,58.0
-24.9889,-50.1722,27.0
-24.9352,-49.2656,61.0
-24.9345,-51.2217,81.0
-24.9331,-51.2108,69.0
-24.9332,-49.2717,39.0
-24.9016,-51.1844,74.0
-24.8698,-51.1404,75.0
-24.8305,-51.2658,92.0
-24.7958,-53.2941,46.0
-24.7047,-47.7894,65.0
-24.6288,-53.3251,31.0
-24.62825,-53.3199,39.5
-24.6241,-52.8685,55.0
-24.5497,-54.1112,22.0
-24.5153,-53.0852,36.0
-24.5113,-53.2625,59.0
-24.498350000000002,-50.12175,69.5
-24.4981,-50.1075,61.0
-24.488,-48.5051,61.0
-24.4443,-52.8942,40.0
-24.3832,-49.0285,74.0
-24.3285,-50.6428,34.0
-24.3259,-50.6252,30.0
-24.3303,-50.619699999999995,49.5
-24.2955,-51.3689,10.0
-24.2848,-54.3808,66.0
-24.2785,-53.224,48.0
-24.2674,-49.4043,44.0
-24.2697,-49.3916,41.0
-24.1856,-53.011,31.0
-24.1323,-49.7056,62.0
-24.1153,-49.3328,31.0
-24.112,-49.3333,41.0
-24.0872,-54.4425,47.0
-24.0776,-55.0218,49.0
-24.0652,-55.467,100.0
-24.073,-55.4611,92.0
-24.0677,-55.4522,53.0
-24.0614,-55.4625,100.0
-24.062233333333335,-55.448800000000006,81.66666666666667
-24.0571,-55.4446,73.0
-24.0525,-55.5068,78.0
-24.0549,-47.3943,52.0
-24.03605,-46.5306,19.5
-24.0338,-55.4571,31.0
-24.0343,-55.3056,31.0
-24.0228,-55.5405,51.0
-24.0237,-46.4898,38.0
-24.0053,-53.7066,49.0
-23.9967,-54.5343,33.0
-24.00285,-46.4237,43.0
-23.9871,-55.2717,62.0
-23.9865,-54.5278,30.0
-23.9876,-54.0363,30.0
-23.978,-53.5872,76.0
-23.976,-53.569,77.0
-23.9838,-48.9189,56.0
-23.9707,-53.5829,74.0
-23.9554,-55.2876,55.0
-23.9554,-54.6004,19.0
-23.9632,-53.5105,34.0
-23.9553,-46.4611,75.0
-23.9396,-54.647,19.0
-23.9367,-48.9589,37.0
-23.9339,-52.4945,56.0
-23.9282,-48.0735,62.0
-23.9211,-52.3453,57.0
-23.9165,-52.3381,53.0
-23.9092,-54.632,50.0
-23.8814,-54.258,26.0
-23.879,-53.8948,63.0
-23.8675,-54.9798,28.0
-23.8727,-53.8946,49.0
-23.8667,-49.0805,64.0
-23.8715,-47.7931,80.0
-23.8458,-54.6939,32.0
-23.84,-54.6952,29.0
-23.8316,-46.8143,60.0
-23.8256,-46.3659,37.0
-23.8132,-51.9715,76.0
-23.7961,-55.3165,40.0
-23.7946,-55.305,28.0
-23.7856,-53.0764,59.0
-23.7755,-55.5807,33.0
-23.7841,-55.1947,57.0
-23.7678,-55.3995,45.0
-23.7718,-55.3933,29.0
-23.7701,-52.2455,58.0
-23.7577,-50.0615,71.0
-23.7588,-48.551,44.0
-23.7263,-55.6068,59.0
-23.7273,-52.3352,49.0
-23.7293,-51.5276,22.0
-23.7093,-51.9927,47.0
-23.689,-54.7773,49.5
-23.6761,-47.5899,78.0
-23.6684,-47.9876,39.0
-23.67,-47.9764,42.0
-23.6702,-47.5949,72.0
-23.6579,-48.8437,36.0
-23.6402,-51.7622,25.0
-23.6371,-48.4316,28.0
-23.6428,-48.4246,44.0
-23.642899999999997,-48.410833333333336,77.0
-23.6408,-48.4035,58.0
-23.6296,-52.0307,35.0
-23.6329,-45.4318,18.0
-23.6155,-53.0282,51.0
-23.6207,-52.0756,43.0
-23.5979,-54.7798,59.0
-23.5965,-54.7701,88.0
-23.5951,-54.7634,25.0
-23.600733333333334,-51.6424,48.333333333333336
-23.5865,-55.6727,87.0
-23.5786,-55.67165,82.0
-23.5577,-53.6588,45.0
-23.5594,-51.4864,38.0
-23.5464,-55.4134,72.0
-23.5444,-55.401,88.0
-23.5095,-54.5528,34.0
-23.498,-48.8046,44.0
-23.4797,-54.1811,59.0
-23.4663,-55.653,22.0
-23.471566666666664,-52.551066666666664,53.0
-23.4604,-52.0491,17.0
-23.447,-54.6505,19.0
-23.4411,-54.0772,36.0
-23.4393,-47.0868,25.0
-23.4236,-48.1864,68.0
-23.420233333333332,-47.72893333333334,36.666666666666664
-23.4071,-55.0962,71.0
-23.4086,-48.72865,51.0
-23.4147,-48.1859,60.0
-23.412,-47.7309,100.0
-23.4134,-47.7212,61.0
-23.4099,-46.8772,38.0
-23.40815,-46.831050000000005,43.0
-23.4048,-52.6558,70.0
-23.4046,-48.7201,65.0
-23.3898,-54.0179,30.0
-23.3923,-51.4257,38.0
-23.3612,-48.3714,42.0
-23.3575,-47.7431,66.0
-23.3533,-47.7294,77.0
-23.3511,-47.71,32.0
-23.3422,-46.8409,30.0
-23.3264,-52.294,39.0
-23.295,-55.3088,23.0
-23.2964,-52.7187,43.0
-23.3022,-49.3388,80.0
-23.2937,-55.3186,78.0
-23.2905,-52.8162,62.0
-23.2926,-47.9449,63.0
-23.2775,-55.33045,55.0
-23.2772,-52.0802,49.0
-23.2746,-55.356,58.0
-23.2703,-52.8478,81.0
-23.2642,-54.0435,41.0
-23.2619,-53.5026,40.0
-23.2564,-52.88,67.0
-23.2623,-52.8401,82.0
-23.2563,-48.4249,54.0
-23.2524,-55.5783,61.0
-23.254,-55.5678,70.0
-23.249,-48.4219,95.0
-23.249666666666666,-48.41253333333333,85.66666666666667
-23.2438,-54.2023,43.0
-23.224249999999998,-52.73375,38.0
-23.2205,-52.242,45.0
-23.1979,-51.7957,56.0
-23.1901,-53.4902,91.0
-23.1885,-53.4799,99.0
-23.1779,-53.16305,34.5
-23.1651,-54.3156,41.0
-23.1736,-53.1668,50.0
-23.1695,-53.16193333333333,45.666666666666664
-23.1655,-52.9287,31.0
-23.1698,-47.7538,43.0
-23.1707,-47.5495,47.0
-23.157,-51.3237,25.0
-23.1646,-50.854,58.0
-23.1553,-49.3564,13.0
-23.1581,-47.551,74.0
-23.1516,-54.7593,49.0
-23.1476,-54.2514,38.0
-23.1419,-54.5129,27.0
-23.1403,-54.5002,23.0
-23.1377,-47.2357,42.0
-23.1315,-53.4821,57.0
-23.1198,-52.6842,74.0
-23.1151,-51.5404,36.0
-23.1084,-53.5819,73.0
-23.1111,-53.5528,75.0
-23.1082,-50.4178,42.0
-23.1113,-47.01,57.0
-23.1041,-55.2242,31.0
-23.0756,-46.3224,71.0
-23.074,-46.3122,74.0
-23.0634,-53.5612,72.0
-23.0556,-49.2684,82.0
-23.0551,-49.2631,75.0
-23.0531,-49.2973,87.0
-23.0524,-49.2922,91.0
-23.0539,-46.3572,62.0
-23.0324,-48.4363,40.0
-23.0186,-55.1625,31.0
-23.015,-54.3367,69.0
-23.018,-44.5413,48.0
-23.0107,-52.7011,67.0
-23.0121,-52.6912,87.0
-23.00855,-50.4208,79.0
-23.0092,-50.4085,27.0
-22.9995,-54.5678,41.0
-23.0034,-53.1987,45.0
-23.0046,-50.4046,64.0
-22.9941,-52.0631,20.0
-22.9663,-52.1167,49.0
-22.9626,-49.918,96.0
-22.9648,-43.6107,27.0
-22.9461,-54.7495,50.0
-22.9509,-54.2055,42.0
-22.9461,-49.8879,48.0
-22.9264,-50.3158,0.0
-22.9327,-45.4053,44.0
-22.9189,-55.7607,56.0
-22.9225,-55.0857,35.0
-22.9223,-43.7607,42.0
-22.9222,-43.7547,30.0
-22.917266666666666,-43.7409,52.666666666666664
-22.91705,-43.730900000000005,41.5
-22.9153,-43.7247,35.0
-22.9141,-43.7466,50.0
-22.908682352941177,-43.73967647058823,57.8235294117647
-22.909179411764708,-43.73073823529412,54.088235294117645
-22.909950000000002,-43.72115,60.0
-22.908,-43.7106,28.0
-22.9025,-54.6915,25.0
-22.9043,-50.4946,49.0
-22.902600000000003,-43.73733333333333,58.666666666666664
-22.9014,-43.732033333333334,37.0
-22.9007,-43.718,6.0
-22.8878,-50.7385,56.0
-22.8942,-43.4829,51.0
-22.87805,-54.844049999999996,32.0
-22.8814,-46.7979,53.0
-22.8807,-46.3569,30.0
-22.8703,-52.3025,78.0
-22.8702,-43.7782,25.0
-22.8553,-53.78275,63.0
-22.8551,-48.3225,48.0
-22.8547,-53.7907,71.0
-22.8382,-54.8271,38.0
-22.8352,-46.3219,59.0
-22.829400000000003,-49.28926666666666,51.666666666666664
-22.8304,-49.2804,65.0
-22.8348,-48.8201,34.0
-22.8322,-46.3321,51.0
-22.8337,-46.3202,59.0
-22.8234,-54.3565,49.0
-22.8185,-54.0267,44.0
-22.8245,-45.2507,67.0
-22.8245,-43.1694,46.0
-22.8126,-54.93855,47.0
-22.8047,-54.9475,55.0
-22.8043,-54.6927,57.0
-22.8019,-46.2952,32.0
-22.8037,-46.2829,50.0
-22.7937,-50.2181,37.0
-22.7782,-52.7042,71.0
-22.7682,-54.9913,40.0
-22.7673,-54.9782,52.0
-22.7723,-54.4348,22.0
-22.7717,-52.4689,25.0
-22.772,-52.4619,19.0
-22.7652,-50.9275,0.0
-22.7623,-54.9994,24.0
-22.7565,-54.6709,40.0
-22.7583,-53.7924,27.0
-22.7594,-51.4666,44.0
-22.7643,-47.1172,57.0
-22.7392,-54.8524,50.0
-22.7406,-50.3873,25.0
-22.7268,-55.7239,41.0
-22.7267,-51.8767,68.0
-22.7321,-48.2784,60.0
-22.729666666666663,-47.13143333333333,42.333333333333336
-22.7265,-47.0061,45.0
-22.72165,-51.5396,50.5
-22.7202,-47.1294,73.0
-22.7237,-43.27,58.0
-22.7112,-46.8928,30.0
-22.714,-43.2501,48.0
-22.7131,-43.238,55.0
-22.7098,-43.2278,46.0
-22.70465,-53.931650000000005,27.0
-22.7023,-51.0995,37.0
-22.6977,-48.6737,65.0
-22.6951,-47.6584,75.0
-22.696,-47.3392,52.0
-22.7047,-42.3156,65.0
-22.7029,-42.2995,83.0
-22.6922,-48.6819,57.0
-22.6902,-47.6632,33.0
-22.6866,-47.3318,67.0
-22.6772,-54.6219,55.0
-22.6616,-55.6246,65.0
-22.6595,-55.0931,33.0
-22.6607,-51.8148,16.0
-22.6597,-48.3105,37.0
-22.6621,-47.4823,77.0
-22.6451,-54.2612,46.0
-22.6509,-43.6549,70.0
-22.6351,-47.0712,19.0
-22.6236,-50.7382,35.0
-22.6084,-53.6826,62.0
-22.6063,-53.6637,73.0
-22.60785,-46.9196,65.5
-22.6023,-53.6732,74.0
-22.6046,-47.001,39.0
-22.5943,-53.8405,36.0
-22.5856,-53.7577,80.0
-22.5925,-48.7729,54.0
-22.5867,-42.1747,74.0
-22.582,-54.9756,46.0
-22.5786,-54.156,52.0
-22.5835,-53.7376,22.0
-22.5817,-53.3332,58.0
-22.5771,-53.3245,47.0
-22.5786,-50.1193,37.0
-22.5849,-42.159,70.0
-22.5735,-49.527,77.0
-22.5569,-55.5333,32.0
-22.559,-49.5292,76.0
-22.5599,-49.5241,85.0
-22.5491,-48.8165,33.0
-22.5317,-53.6697,14.0
-22.5291,-52.7647,57.0
-22.5257,-47.1252,54.0
-22.5272,-47.1185,49.0
-22.5247,-55.6386,14.0
-22.5166,-44.1189,30.0
-22.5189,-44.1118,39.0
-22.5054,-53.4902,68.0
-22.5083,-51.2205,58.0
-22.5106,-44.1937,25.0
-22.5025,-53.4939,40.0
-22.493,-47.5778,43.0
-22.4841,-47.4415,29.0
-22.4745,-42.6571,13.0
-22.4514,-55.1492,47.0
-22.4381,-54.6025,30.0
-22.439,-44.3771,49.0
-22.4338,-54.753,22.0
-22.435,-54.6095,65.0
-22.4255,-53.5848,45.0
-22.427,-44.34685,48.0
-22.416,-54.9838,51.0
-22.421,-54.6945,37.0
-22.4214,-51.8152,60.0
-22.4196,-50.8617,46.0
-22.4128,-50.5811,42.0
-22.4074,-49.0441,22.0
-22.4091,-48.7481,54.0
-22.404,-56.2378,43.0
-22.4044,-53.4755,42.0
-22.403,-46.7554,80.0
-22.3855,-56.0548,82.0
-22.3865,-55.0648,54.0
-22.3932,-53.9554,63.0
-22.3823,-56.0486,92.0
-22.3817,-56.02955,77.5
-22.381149999999998,-54.512299999999996,45.0
-22.3739,-57.0844,64.0
-22.3695,-55.996,54.0
-22.3683,-55.1025,51.0
-22.3734,-54.8036,49.0
-22.3601,-55.0101,68.0
-22.3532,-55.0427,19.0
-22.348,-47.1681,40.0
-22.3472,-47.1619,26.0
-22.3359,-56.9727,55.0
-22.3351,-56.0298,47.0
-22.3412,-55.3914,63.0
-22.33615,-54.8183,46.0
-22.3257,-54.9624,50.0
-22.3255,-52.5851,75.0
-22.3262,-47.5098,40.0
-22.3162,-56.8791,0.0
-22.3205,-56.1053,52.0
-22.3191,-56.0982,71.0
-22.3165,-52.5866,78.0
-22.3196,-52.57625,67.0
-22.3101,-56.9632,51.0
-22.3135,-56.0894,50.0
-22.3117,-54.9342,24.0
-22.307000000000002,-54.0703,49.0
-22.3148,-53.4951,57.0
-22.3071,-49.5957,80.0
-22.3104,-48.5836,35.0
-22.3053,-46.97,37.0
-22.3019,-56.7822,84.0
-22.304,-56.091,59.0
-22.303,-54.0707,41.0
-22.2964,-53.3351,22.0
-22.2986,-53.3139,25.0
-22.305,-49.616,68.0
-22.3005,-47.5403,67.0
-22.300150000000002,-47.53195,40.5
-22.2972,-46.8694,70.0
-22.2898,-57.2917,55.0
-22.2866,-56.9329,49.0
-22.2899,-51.6018,55.0
-22.2943,-41.8015,80.0
-22.281,-52.8934,30.0
-22.28132,-41.73124,33.8
-22.2827,-41.7234,52.0
-22.2665,-57.3495,68.0
-22.273,-57.3416,72.0
-22.2676,-57.2413,56.0
-22.2705,-54.96986666666667,54.0
-22.2681,-54.96,53.0
-22.2742,-41.7177,57.0
-22.2649,-57.3392,81.0
-22.2631,-54.9733,62.0
-22.2617,-54.9637,53.0
-22.2574,-53.2931,19.0
-22.2491,-43.7056,29.0
-22.238,-50.3947,41.0
-22.2318,-58.0077,63.0
-22.2289,-54.99825,55.5
-22.217350000000003,-56.7635,81.0
-22.224,-55.8726,14.0
-22.2177,-49.947,45.0
-22.2089,-56.2786,48.0
-22.2067,-52.7656,57.0
-22.2053,-52.756,58.0
-22.2024,-56.4999,81.0
-22.2013,-48.019,73.0
-22.1999,-48.0078,100.0
-22.2015,-47.3842,47.0
-22.1976,-46.7619,30.0
-22.1858,-49.302,43.0
-22.1925,-47.1327,30.0
-22.1758,-46.8297,77.0
-22.167,-53.7051,41.0
-22.1744,-46.8193,40.0
-22.16145,-48.068650000000005,78.0
-22.1583,-48.0506,97.0
-22.1568,-48.0445,79.0
-22.148699999999998,-53.9969,43.0
-22.1504,-53.6325,27.0
-22.1495,-48.0764,71.0
-22.1481,-48.0666,100.0
-22.1514,-48.0629,71.0
-22.152,-48.0498,85.0
-22.1491,-48.0388,41.0
-22.1419,-54.3941,58.0
-22.1264,-52.762,33.0
-22.11,-58.0779,49.0
-22.1065,-58.0673,84.0
-22.107100000000003,-58.05985,60.5
-22.1093,-53.476,30.0
-22.1115,-51.0545,38.0
-22.103250000000003,-58.0724,44.5
-22.0993,-58.0633,88.0
-22.09845,-58.0488,74.5
-22.0959,-50.9718,31.0
-22.0998,-50.7931,43.0
-22.1009,-49.5481,55.0
-22.1049,-49.5394,66.0
-22.0859,-54.7925,55.0
-22.087,-52.1682,84.0
-22.0926,-52.1608,98.0
-22.0853,-52.1546,83.0
-22.0906,-50.9704,60.0
-22.0803,-56.5786,64.0
-22.0833,-54.4702,0.0
-22.0788,-53.6722,72.0
-22.078,-52.2766,24.0
-22.0781,-46.5692,51.0
-22.0731,-55.7579,81.0
-22.0524,-55.0259,43.0
-22.051,-55.0221,37.0
-22.0362,-49.1138,70.0
-22.0301,-54.8272,63.0
-22.0337,-54.1872,36.0
-22.0255,-49.9346,28.0
-22.0186,-54.8257,70.0
-22.0177,-53.8214,59.0
-22.0216,-43.2231,53.0
-22.0194,-41.2516,39.0
-22.0103,-52.8703,37.0
-21.995,-58.0947,82.0
-21.9819,-56.3959,65.0
-21.9834,-56.3842,57.0
-21.9819,-54.112,18.0
-21.9824,-53.8822,27.0
-21.9709,-55.4887,100.0
-21.9692,-55.4739,81.0
-21.9678,-50.6356,67.0
-21.9572,-58.0642,62.0
-21.9604,-47.6785,69.0
-21.9473,-52.9269,21.0
-21.9356,-55.2513,37.0
-21.9429,-52.910650000000004,74.5
-21.9393,-52.90155,78.0
-21.9433,-41.2926,80.0
-21.92685,-54.1488,53.5
-21.9301,-53.9346,48.0
-21.935,-52.8959,25.0
-21.9266,-50.735,45.0
-21.9325,-47.2713,53.0
-21.9208,-54.1489,41.5
-21.9216,-53.1511,36.0
-21.9164,-53.1406,55.0
-21.9246,-50.7283,40.0
-21.9084,-58.0558,63.0
-21.914,-48.3278,57.0
-21.898,-58.0098,75.0
-21.9038,-56.127,58.0
-21.9046,-47.4121,39.0
-21.8968,-46.1464,55.0
-21.8927,-57.8102,38.0
-21.8791,-54.2767,18.0
-21.8801,-54.2716,32.0
-21.8789,-53.9463,61.0
-21.8844,-50.2612,29.0
-21.8804,-48.1853,61.0
-21.8662,-53.8369,48.0
-21.8599,-54.0828,20.0
-21.852,-58.0025,82.0
-21.8539,-57.9851,52.0
-21.8445,-54.1456,51.0
-21.84225,-53.93005,36.5
-21.8182,-55.8514,84.0
-21.8168,-55.8418,100.0
-21.8184,-54.2679,20.0
-21.809,-57.5735,64.0
-21.8069,-57.56285,76.5
-21.8064,-57.2163,72.0
-21.8106,-54.5167,44.0
-21.8067,-53.6424,58.0
-21.8059,-50.8337,76.0
-21.805,-57.228,79.0
-21.79835,-54.02865,23.5
-21.8001,-54.0218,38.0
-21.8033,-50.8481,75.0
-21.8002,-50.8419,86.0
-21.7999,-47.952,39.0
-21.7893,-41.382,89.0
-21.7758,-54.9473,44.0
-21.7806,-54.9364,97.0
-21.7717,-54.9581,29.0
-21.773,-47.6642,79.0
-21.7561,-54.2672,55.0
