latitude,longitude,confidence
-7.4732,-45.4189,34.0
-7.4726,-45.4149,39.0
-7.4686,-38.4205,49.0
-7.4709,-38.1121,66.0
-7.4679,-37.3818,72.0
-7.4693,-37.3722,74.0
-7.4614,-40.7789,69.0
-7.4626,-38.4276,70.0
-7.4602,-37.5681,68.0
-7.4618,-37.5575,83.0
-7.4458,-40.8374,63.0
-7.4485,-35.9306,79.0
-7.4356,-40.8452,58.0
-7.4369,-40.8362,61.0
-7.4354499999999994,-39.638999999999996,54.5
-7.4361,-38.1177,64.0
-7.4259,-64.3438,70.0
-7.4336,-40.0278,58.0
-7.4342,-40.0165,72.0
-7.4337,-39.63,72.0
-7.4295,-35.2113,67.0
-7.4211,-46.4416,65.0
-7.4205,-43.1245,35.0
-7.425,-40.0152,34.0
-7.4181,-38.2562,65.0
-7.410633333333333,-60.00796666666667,63.666666666666664
-7.4084,-59.99845,43.0
-7.4081,-45.0014,31.0
-7.4121,-37.1277,100.0
-7.4115,-35.1858,85.0
-7.3955,-72.8045,72.0
-7.4008,-46.232433333333326,58.666666666666664
-7.3939,-72.7932,45.0
-7.3816,-35.2067,61.0
-7.3707,-39.9371,74.0
-7.3572,-43.7839,22.0
-7.3643,-41.8229,36.0
-7.3649,-40.2452,35.0
-7.3603,-39.9414,80.0
-7.3634,-38.2855,69.0
-7.3494,-60.5792,56.0
-7.3494,-39.171,78.0
-7.3411,-38.0813,75.0
-7.3407,-36.129,50.0
-7.331,-42.7952,18.0
-7.3269,-42.7757,28.0
-7.3349,-41.763,50.0
-7.3321,-39.7892,75.0
-7.3306,-39.7792,76.0
-7.3319,-35.2262,39.0
-7.3226,-42.7737,26.0
-7.3207,-40.5621,52.0
-7.3171,-40.0378,88.0
-7.3158,-40.0287,81.0
-7.3214,-39.9651,87.0
-7.306,-48.1862,62.0
-7.3086,-41.7763,76.0
-7.3024,-55.3037,58.0
-7.2982,-45.7227,50.0
-7.3043,-35.5956,60.0
-7.29055,-45.9906,67.5
-7.287366666666666,-45.97983333333334,56.0
-7.2839,-45.9912,86.0
-7.2834,-45.9817,62.666666666666664
-7.2804,-39.0218,47.0
-7.2791,-39.0129,74.0
-7.2669,-64.79895,25.5
-7.2735,-45.9833,67.0
-7.274,-44.8658,57.0
-7.2724,-40.127,40.0
-7.2469,-44.5981,38.0
-7.2533,-38.8584,84.0
-7.2369,-46.282,62.0
-7.2436,-38.4204,50.0
-7.2187,-60.6178,54.5
-7.2208,-46.9307,73.0
-7.2187,-38.9135,83.0
-7.2192,-35.427,36.0
-7.22045,-35.42100000000001,70.5
-7.2093,-60.6174,71.0
-7.2109,-39.2024,64.0
-7.2114,-35.227,64.0
-7.2027,-59.6267,64.0
-7.1923,-46.9523,95.0
-7.1908,-46.9423,87.0
-7.1949,-46.3393,45.0
-7.1864,-39.6575,76.0
-7.1877,-39.6419,60.0
-7.1878,-39.401,78.0
-7.1894,-38.98845,84.0
-7.1883,-38.976,100.0
-7.1864,-38.9708,100.0
-7.1898,-34.9823,34.0
-7.1893,-34.9662,59.0
-7.1926,-34.961,0.0
-7.1754,-47.0217,69.0
-7.1796,-39.8519,79.0
-7.1783,-39.8429,84.0
-7.1824,-38.6776,28.0
-7.1661,-52.8303,56.0
-7.1741,-47.0124,38.0
-7.1663,-45.6652,55.0
-7.1673,-40.4688,80.0
-7.1686,-40.0326,81.0
-7.1672,-39.0734,38.0
-7.1627,-52.8344,71.0
-7.16445,-52.822649999999996,61.5
-7.1638,-40.9944,66.0
-7.1588,-40.9814,37.0
-7.1521,-39.4082,63.0
-7.1508,-39.3993,81.0
-7.1543,-39.1506,24.0
-7.1518999999999995,-39.13525,66.0
-7.1457,-38.117,70.0
-7.1354,-42.5318,64.0
-7.1386,-40.1414,32.0
-7.1437,-38.774,27.0
-7.1393,-37.2848,73.0
-7.1279,-42.5259,57.0
-7.1309,-38.778,75.0
-7.1292,-38.6598,57.0
-7.1334,-37.2203,60.0
-7.1154,-40.4449,98.0
-7.1204,-39.4402,43.0
-7.1166,-35.0438,77.0
-7.1174,-34.9451,49.0
-7.1062,-40.4463,84.0
-7.1,-52.8932,30.0
-7.1,-42.1855,46.0
-7.0985,-38.2601,51.0
-7.0859,-47.0525,76.0
-7.0856,-39.5424,47.0
-7.075,-40.5966,60.0
-7.0801,-35.0992,58.5
-7.0797,-35.0867,86.0
-7.0683,-46.9277,55.0
-7.0741,-40.0068,78.0
-7.0739,-38.9236,100.0
-7.0723,-38.9127,100.0
-7.0698,-35.0902,92.0
-7.0625,-38.9143,100.0
-7.0603,-37.6189,39.0
-7.0469,-62.728,62.0
-7.0428,-62.7249,32.0
-7.0373,-46.985,18.0
-7.0359,-46.9746,53.0
-7.044,-46.4476,80.0
-7.0394,-38.3296,98.0
-7.0424,-37.5041,75.0
-7.0437,-37.495,87.0
-7.0432,-35.2617,69.0
-7.0407,-35.2461,60.0
-7.0289,-48.2048,61.0
-7.0302,-46.456,86.0
-7.0184,-48.7279,69.0
-7.0174,-48.7221,52.0
-7.0213,-46.4548,19.0
-7.0165,-43.3334,76.5
-7.0158,-43.3243,79.0
-7.0165,-43.2992,99.0
-7.0205,-40.2175,76.0
-7.0223,-39.302,72.0
-7.0207,-39.2912,69.0
-7.0166,-39.2757,79.0
-7.0174,-39.2692,98.0
-7.0151,-39.2647,91.0
-7.0076,-43.3137,36.0
-7.0092,-35.5607,82.0
-7.0053,-35.14,58.0
-6.9991,-35.2507,83.0
-6.9953,-35.1346,63.0
-6.9892,-43.6013,35.0
-6.9867,-39.2745,63.0
-6.9866,-37.6416,42.0
-6.9949,-35.2411,57.0
-6.9843,-46.9885,23.0
-6.9798,-34.9004,44.0
-6.9727,-59.0583,54.0
-6.971,-59.0055,68.0
-6.9708,-35.2333,53.0
-6.962,-46.1361,56.0
-6.9557,-46.1324,57.0
-6.9592,-42.7604,39.0
-6.9461,-58.95,64.0
-6.9468,-46.4785,55.0
-6.9514,-43.9918,35.0
-6.9527,-39.4969,59.0
-6.9418,-58.9555,41.0
-6.940166666666666,-58.9515,42.333333333333336
-6.9374,-35.2053,54.0
-6.9443,-35.1598,72.0
-6.9355,-35.1227,65.0
-6.9371,-35.1122,57.0
-6.935,-39.1273,74.0
-6.9236,-47.5329,0.0
-6.9155,-38.8818,72.0
-6.9213,-36.9663,39.0
-6.9143,-47.3794,32.0
-6.9094,-47.011,78.0
-6.9067,-45.355,19.0
-6.892,-38.6732,63.0
-6.89,-37.6535,61.0
-6.8813,-59.5693,59.0
-6.87845,-59.429199999999994,53.0
-6.8829,-47.5739,63.0
-6.8827,-37.492,72.0
-6.8778,-34.9333,55.0
-6.87135,-59.4276,40.5
-6.8746,-59.4227,53.0
-6.8727,-58.9335,61.0
-6.8657,-47.1925,72.0
-6.872,-41.497,44.0
-6.8707,-41.4908,68.0
-6.8664,-39.8174,79.0
-6.8679,-35.2728,28.0
-6.8652,-35.252,54.0
-6.8671,-34.9408,64.0
-6.8569,-39.8515,63.0
-6.8556,-39.8422,64.0
-6.848,-48.8765,67.0
-6.8548,-39.1436,74.0
-6.8482,-35.3214,68.0
-6.837,-47.7811,65.0
-6.8382,-39.7614,54.0
-6.8395,-39.7525,61.0
-6.8384,-37.3883,70.0
-6.8358,-35.2204,70.0
-6.8303,-39.3773,78.0
-6.8279,-35.1743,69.0
-6.8178,-39.4241,15.0
-6.8204,-37.3837,85.0
-6.8136,-44.7513,10.0
-6.8077,-39.0236,83.0
-6.8137,-38.8746,79.0
-6.8015,-46.9614,54.0
-6.7993,-39.9878,61.0
-6.7777,-35.1987,66.0
-6.7664,-39.2061,57.0
-6.7747,-37.515,75.0
-6.7733,-37.5058,37.0
-6.7612,-58.6778,43.0
-6.7625,-39.8086,60.0
-6.7579,-39.2518,78.0
-6.7469,-58.8096,21.0
-6.7511,-46.8455,65.0
-6.7501,-46.83855,51.0
-6.7506,-46.8262,69.0
-6.7485,-44.3537,67.0
-6.7501,-35.0387,92.0
-6.7513,-35.0319,100.0
-6.748,-35.0245,69.0
-6.7369,-47.3985,58.0
-6.7414,-39.2171,15.0
-6.7408,-35.2955,71.0
-6.739,-35.2835,66.0
-6.7378,-34.9712,39.0
-6.7254,-58.9435,50.0
-6.7287,-58.848733333333335,53.333333333333336
-6.7285,-38.0372,75.0
-6.7262,-35.1578,64.0
-6.7294,-34.9647,65.0
-6.7165,-59.3304,53.0
-6.72085,-58.948975000000004,47.25
-6.7168,-35.0616,66.0
-6.7069,-71.4628,50.0
-6.7138,-41.9935,72.0
-6.7094,-38.1184,42.0
-6.700933333333334,-58.72986666666666,41.666666666666664
-6.7019,-58.7212,67.0
-6.7046,-43.9543,70.0
-6.6953,-40.9753,61.0
-6.6756,-43.9814,42.0
-6.6818,-40.9886,33.0
-6.6843,-39.0018,93.0
-6.6831,-38.9927,83.0
-6.6747,-50.4202,70.0
-6.6711,-47.4175,50.0
-6.6737,-37.7031,75.0
-6.6553,-41.588,77.0
-6.65725,-39.5491,69.5
-6.658,-37.3465,69.0
-6.6512,-47.9123,68.0
-6.649,-47.7957,68.0
-6.6467,-43.1559,39.0
-6.6505,-43.1521,59.0
-6.6458,-41.5893,95.0
-6.6546,-39.0487,60.0
-6.6279,-52.6423,58.0
-6.6267,-42.0361,67.0
-6.6289,-39.1608,79.0
-6.6129,-43.821,32.0
-6.6075,-38.625,36.0
-6.5954,-44.158,87.0
-6.6005,-43.8813,15.0
-6.59565,-39.870400000000004,59.0
-6.6019,-39.0478,76.0
-6.5865,-47.9094,83.0
-6.5921,-44.1594,19.0
-6.5947,-39.3883,35.0
-6.5897,-39.019,48.0
-6.5661,-44.6012,33.0
-6.5673,-39.8834,74.0
-6.566,-39.8744,85.0
-6.5659,-35.4373,75.0
-6.5569,-44.5311,28.0
-6.563,-39.3301,39.0
-6.55795,-39.2815,62.0
-6.5594,-39.0322,87.0
-6.5621,-37.4985,87.0
-6.5458,-44.686,51.0
-6.5526,-44.5333,28.0
-6.5478,-35.266,72.0
-6.5465,-35.2565,80.0
-6.5444,-44.6768,34.0
-6.5415,-41.5394,70.0
-6.5277,-43.7633,100.0
-6.5264,-43.7544,92.0
-6.5348,-39.7242,70.0
-6.5253,-39.1666,84.0
-6.5299,-37.8698,28.0
-6.5188,-43.7646,60.0
-6.5239,-39.1563,55.0
-6.5224,-38.4922,87.0
-6.5157,-37.7624,46.0
-6.5148,-39.7083,57.0
-6.5068,-39.441,71.0
-6.5052,-39.434,46.0
-6.5099,-38.1161,62.0
-6.4987,-37.7168,37.0
-6.4892,-44.0403,42.0
-6.4899,-39.5074,100.0
-6.492,-38.9733,72.0
-6.4773,-46.7893,86.0
-6.4759,-46.7793,79.0
-6.4848,-44.0335,51.0
-6.4835,-38.1529,72.0
-6.4782,-37.9054,68.0
-6.4797,-37.8952,65.0
-6.4768,-35.3856,100.0
-6.482,-35.2527,94.0
-6.4807,-35.2432,89.0
-6.4673,-47.027,83.0
-6.4695,-46.7832,79.0
-6.4724,-39.5202,47.0
-6.471,-39.1767,45.0
-6.4719,-39.0599,45.0
-6.4706,-39.0509,66.0
-6.4728,-35.2539,89.0
-6.4715,-35.2445,66.0
-6.4552,-52.8376,55.0
-6.457750000000001,-39.5193,74.5
-6.4571,-39.5116,95.0
-6.4637,-38.8272,94.0
-6.4505,-47.5504,81.0
-6.448,-44.5042,49.0
-6.4538,-39.5049,83.0
-6.4361,-49.9306,44.0
-6.4392,-39.5137,79.5
-6.4402,-39.5033,74.0
-6.443,-37.8026,60.0
-6.4352,-37.3539,71.0
-6.438,-36.8909,98.0
-6.4271,-48.1543,63.0
-6.4349,-47.092,95.0
-6.4333,-47.0802,65.0
-6.4281,-38.0715,67.0
-6.4335,-37.3673,58.0
-6.4242,-55.221,72.0
-6.4229,-55.2121,74.0
-6.4185,-39.6958,69.0
-6.4236,-39.5616,59.0
-6.4236,-35.1474,72.0
-6.4222,-35.1373,72.0
-6.4149,-39.697,74.0
-6.4061,-39.5259,72.0
-6.4047,-39.5161,72.0
-6.4034,-37.7977,71.0
-6.3932,-52.3429,32.0
-6.3851,-46.8197,19.0
-6.3863,-39.3156,61.0
-6.3927,-35.3076,56.0
-6.3816500000000005,-46.8193,34.0
-6.376825,-46.808775,66.25
-6.3832,-37.0515,25.0
-6.3702000000000005,-46.838750000000005,79.0
-6.37105,-46.8314,80.5
-6.3693,-45.7005,63.0
-6.3653,-45.6947,69.0
-6.3685,-45.6692,74.0
-6.3661,-45.6623,75.0
-6.3709,-39.4668,65.0
-6.3707,-39.4634,71.0
-6.3656,-39.4262,25.0
-6.3731,-37.893,53.0
-6.3642,-46.6097,58.0
-6.36245,-45.688500000000005,66.5
-6.3565,-43.0962,62.0
-6.3644,-39.3983,69.0
-6.3611,-38.0138,64.0
-6.35785,-35.27005,77.0
-6.3462,-47.8837,59.0
-6.3461,-44.7991,48.0
-6.3508,-43.0866,63.0
-6.3513,-42.872,40.0
-6.3542,-39.4463,58.0
-6.352,-37.6531,59.0
-6.3497,-35.2788,53.0
-6.3513,-35.2747,69.0
-6.3442,-56.1936,76.0
-6.3386,-43.6992,17.0
-6.3406,-43.4145,40.0
-6.3415,-39.5025,100.0
-6.34,-39.4921,85.0
-6.3285,-48.9084,68.0
-6.3301,-46.9197,0.0
-6.3279,-46.9106,69.0
-6.3292,-46.767,53.0
-6.3334,-43.4239,81.0
-6.3321,-43.4149,43.0
-6.3313,-38.9426,39.0
-6.33,-35.1551,100.0
-6.3287,-35.1458,100.0
-6.322,-43.4305,42.0
-6.32,-43.4246,58.0
-6.3192,-37.608149999999995,80.5
-6.3156,-37.6009,70.0
-6.3168,-37.5938,69.0
-6.3081,-48.0058,21.0
-6.3112,-43.4452,57.0
-6.3116,-41.5149,61.0
-6.3097,-39.0591,73.0
-6.3077,-39.0451,85.0
-6.3011,-46.9816,36.0
-6.2975,-40.4783,53.0
-6.29795,-39.7396,87.5
-6.3019,-35.5917,37.0
-6.2902000000000005,-41.8227,48.0
-6.2904,-41.8144,39.0
-6.2941,-37.6305,42.0
-6.2925,-35.5942,54.0
-6.2865,-35.0965,100.0
-6.2817,-59.9299,60.5
-6.2818,-44.9669,58.0
-6.2846,-35.1086,77.0
-6.2698,-44.4185,54.0
-6.2683,-44.4107,64.0
-6.272,-42.1995,74.0
-6.2682,-38.5506,63.0
-6.2589,-39.5255,74.0
-6.2571,-39.5138,54.0
-6.2582,-35.5702,49.0
-6.2485,-46.087,63.0
-6.2535,-39.8822,75.0
-6.2449,-47.8869,78.0
-6.2374,-43.9879,51.0
-6.2429,-39.3699,38.0
-6.2443,-39.3598,60.0
-6.2436,-37.7933,70.0
-6.2358,-35.6404,24.0
-6.2313,-55.6359,66.0
-6.22025,-47.9935,39.5
-6.218,-46.2322,75.0
-6.2215,-39.475,35.0
-6.2172,-39.4708,61.0
-6.2178,-37.7627,61.0
-6.2067,-46.0675,80.0
-6.209,-45.7545,48.0
-6.215,-43.9856,42.0
-6.205,-38.1071,82.0
-6.2094,-37.5852,56.0
-6.209,-35.3116,100.0
-6.2073,-35.2999,100.0
-6.1967,-39.6794,24.0
-6.1996,-39.2966,95.0
-6.2016,-38.9588,73.0
-6.2024,-37.3825,40.0
-6.1989,-35.313,73.0
-6.1904,-46.4655,33.0
-6.1803,-43.4512,63.0
-6.1846,-43.4075,67.0
-6.176,-35.1679,23.0
-6.1742,-43.2618,41.0
-6.1746,-43.1089,47.0
-6.1695,-39.8323,90.0
-6.1659,-35.1922,91.0
-6.1647,-47.9753,33.0
-6.1627,-39.449,81.0
-6.1606,-39.4333,50.0
-6.1559,-38.3575,73.0
-6.1624,-35.1699,76.0
-6.1503,-38.3434,45.0
-6.1436,-43.9732,63.0
-6.1357,-43.5137,66.0
-6.1385,-39.8635,58.0
-6.1399,-39.854,74.0
-6.1264,-44.5903,56.0
-6.1288,-43.7945,72.0
-6.121700000000001,-44.5863,76.5
-6.119933333333333,-44.57753333333333,73.66666666666667
-6.1179,-44.3453,63.0
-6.1166,-44.3364,74.0
-6.1205,-39.9114,83.0
-6.1076,-57.6776,56.0
-6.112,-47.8281,48.0
-6.106,-39.8909,65.0
-6.1046,-59.9341,33.0
-6.1042,-35.3626,88.0
-6.0949,-42.682,49.0
-6.0933,-42.6705,70.0
-6.0877,-37.5664,79.0
-6.0849,-42.6803,73.0
-6.0833,-42.672,87.0
-6.0795,-38.4227,40.0
-6.0668,-49.8704,31.0
-6.0652,-39.951,30.0
-6.0556,-48.0448,66.0
-6.063,-39.9455,42.0
-6.0548,-48.0466,50.0
-6.0535,-39.4982,42.0
-6.0494,-38.5001,56.0
-6.0448,-36.5436,80.0
-6.0273,-43.4052,53.0
-6.0241,-48.0099,57.0
-6.024,-44.5159,36.0
-6.0184,-39.9753,53.0
-6.016,-38.6973,72.0
-6.0113,-39.9098,68.0
-6.0111,-37.663,85.0
-6.0096,-37.653,55.0
-6.00265,-48.0026,60.5
-6.0011,-40.0921,73.0
-5.9959,-37.8592,48.0
-5.9927,-37.1011,33.0
-5.977766666666667,-43.5889,68.33333333333333
-5.9774,-43.5754,76.0
-5.9804,-42.4418,34.0
-5.9779,-39.6833,79.0
-5.9735,-43.5895,79.5
-5.9674,-43.574,27.0
-5.9724,-43.5574,78.0
-5.975,-39.6892,76.0
-5.9708,-39.679,3.0
-5.9726,-39.6708,82.0
-5.9684,-38.0621,84.0
-5.9701,-36.9408,41.0
-5.9638,-43.587,56.0
-5.9596,-38.7339,83.0
-5.9567,-38.7227,56.0
-5.9564,-38.223,81.0
-5.9608,-37.8829,69.0
-5.9473,-40.7409,35.0
-5.9525,-38.7278,58.0
-5.953,-38.4085,74.0
-5.9463,-38.1085,68.0
-5.9393,-43.7455,66.0
-5.9361,-39.8941,65.0
-5.9446,-38.1201,50.0
-5.9281,-43.3883,39.0
-5.9339,-38.1913,40.0
-5.9323,-38.0028,79.0
-5.9289,-37.9816,81.0
-5.9232,-51.3256,47.0
-5.9245,-45.5033,71.0
-5.9185,-45.4487,60.5
-5.9177,-45.440733333333334,82.66666666666667
-5.916,-45.4271,88.0
-5.9208,-37.9881,81.0
-5.9085,-47.2895,46.0
-5.9072,-45.4413,100.0
-5.9055,-45.4286,100.0
-5.906,-45.4136,26.0
-5.9142,-43.7986,46.0
-5.9131,-43.2484,37.0
-5.9101,-40.4473,55.0
-5.9108,-39.9979,84.0
-5.9051,-39.8912,56.0
-5.9036,-45.5192,80.0
-5.9024,-45.5102,70.0
-5.8854,-44.0158,78.0
-5.8817,-39.2905,85.0
-5.8804,-39.2812,38.0
-5.8661,-45.5113,39.0
-5.8739,-40.5632,44.0
-5.8663,-38.3546,40.0
-5.8721,-38.3395,36.0
-5.8577,-48.1268,48.0
-5.8643,-42.69,49.0
-5.8621,-42.3449,57.0
-5.8465,-46.5701,71.0
-5.8462,-43.1667,61.0
-5.839,-43.378,50.0
-5.8372,-38.793,76.0
-5.8266,-46.2077,26.0
-5.8276,-43.6819,74.0
-5.8338,-43.661,64.0
-5.8278,-39.3793,20.0
-5.8314,-39.103,24.0
-5.8324,-38.0823,66.0
-5.8208,-44.5331,75.0
-5.8194,-44.5231,69.0
-5.8212,-43.7876,58.0
-5.8222,-43.6661,37.0
-5.82198,-43.65858,60.2
-5.8178,-43.6517,61.0
-5.8183,-39.8577,68.0
-5.8204,-39.7687,40.0
-5.8179,-39.3062,64.0
-5.8232,-39.0975,81.0
-5.8086,-59.2182,48.0
-5.8111,-45.0283,28.0
-5.8082,-44.4186,45.0
-5.8148,-39.7644,34.0
-5.8068,-38.924,82.0
-5.8055,-38.915,84.0
-5.7994,-59.2195,42.0
-5.8015,-46.4117,34.0
-5.8014,-43.5738,43.0
-5.7923,-46.2855,37.0
-5.78135,-45.65305,32.5
-5.7765,-44.2956,77.0
-5.7777,-43.4772,40.0
-5.784,-38.8948,62.0
-5.7801,-35.5517,88.0
-5.7716,-39.8591,25.0
-5.7737,-36.4804,62.0
-5.7691,-35.7407,0.0
-5.7636,-59.8972,45.0
-5.7619,-41.9491,42.0
-5.7554,-39.7863,43.0
-5.7605,-38.3467,41.0
-5.7619,-38.3374,46.0
-5.7453,-35.5636,61.0
-5.7428,-59.8937,60.0
-5.7374,-44.9597,22.0
-5.7395,-44.9496,32.0
-5.7431,-39.7299,48.0
-5.7428,-39.5933,0.0
-5.7365,-39.5456,74.0
-5.7303,-46.126,30.0
-5.7258,-44.9967,24.0
-5.7313,-44.9525,56.0
-5.7344,-37.5821,72.0
-5.7341,-35.681,51.0
-5.7198,-49.9486,49.0
-5.723,-37.9879,39.0
-5.7215,-37.4018,59.0
-5.723,-35.438599999999994,59.5
-5.7204,-35.4299,66.0
-5.7245,-35.4208,50.0
-5.7117,-38.9007,53.0
-5.6951,-48.2115,74.0
-5.7043,-43.6773,52.0
-5.702,-43.6632,55.0
-5.6968499999999995,-43.19045,85.5
-5.696,-43.1749,40.0
-5.6979,-39.1846,82.0
-5.6941,-43.6859,96.0
-5.6942,-43.1813,97.0
-5.684,-47.0793,72.0
-5.6757,-43.8274,20.0
-5.6792,-38.9294,66.0
-5.6651,-47.7683,62.0
-5.673,-47.0778,81.0
-5.6713,-43.6892,21.0
-5.6651,-43.5331,41.0
-5.6688,-40.6693,62.0
-5.675,-40.6644,54.0
-5.6735,-39.4242,86.0
-5.6636,-47.7571,72.0
-5.6551,-45.9411,69.0
-5.664,-45.9242,77.0
-5.6602,-42.8337,53.0
-5.6514,-47.808,68.0
-5.6492,-39.2638,88.0
-5.6532,-35.7109,42.0
-5.6417,-43.6373,54.0
-5.6449,-43.634,32.0
-5.6386,-43.6011,27.0
-5.6366,-43.2513,44.0
-5.6401,-39.1717,67.0
-5.6297,-45.2737,57.0
-5.6305,-42.9021,37.0
-5.6344,-42.8902,29.0
-5.6342,-40.4834,71.0
-5.625,-49.1079,68.0
-5.6233,-45.273,30.0
-5.6234,-43.4301,40.0
-5.6192,-42.8656,80.0
-5.62115,-42.85865,76.0
-5.605,-46.2792,60.0
-5.61375,-45.8501,55.5
-5.614,-44.1449,39.0
-5.6032,-46.261849999999995,83.0
-5.5963,-45.169,67.0
-5.6041,-43.4002,42.0
-5.6005,-43.2355,35.0
-5.5911,-46.2657,69.0
-5.587300000000001,-42.93715,49.5
-5.5887,-42.9328,74.0
-5.5926,-37.8183,81.0
-5.5811,-44.9098,58.0
-5.5792,-44.9036,47.0
-5.579,-43.7541,70.0
-5.578,-43.5037,76.0
-5.5751,-39.5445,61.0
-5.576,-39.4623,76.0
-5.5685,-39.5479,72.0
-5.5727,-39.5426,76.0
-5.5629,-44.2192,81.0
-5.5616,-44.2102,92.0
-5.5588,-38.1441,49.0
-5.5549,-44.8799,56.0
-5.5534,-44.8691,85.0
-5.554,-44.2205,67.0
-5.5527,-44.2115,76.0
-5.552,-43.9427,70.0
-5.55095,-43.93295,59.0
-5.5459,-40.4432,40.0
-5.5466,-38.3317,64.0
-5.5436,-44.8705,69.0
-5.5425,-43.9395,85.0
-5.5415,-43.4261,60.0
-5.5356,-39.1455,64.0
-5.5296,-45.176,28.0
-5.5195,-44.2944,45.0
-5.5107,-60.1339,71.0
-5.5083,-46.4957,55.0
-5.5077,-43.2478,51.0
-5.5112,-39.1668,79.0
-5.5056,-35.5876,68.0
-5.5069,-35.5779,73.0
-5.5003,-43.2303,33.0
-5.5044,-43.223,45.0
-5.4994,-39.7755,52.0
-5.4982,-39.429,68.0
-5.5044,-36.9371,81.0
-5.4877,-45.0443,54.0
-5.4872,-35.5393,37.0
-5.485,-35.5193,33.0
-5.4776,-39.6738,30.0
-5.4763,-39.6649,100.0
-5.4761,-37.0967,69.0
-5.477,-36.4307,24.0
-5.4655,-45.061,79.0
-5.46665,-44.8,34.0
-5.4722,-43.6833,42.0
-5.467,-43.6632,22.0
-5.4695,-39.4712,33.0
-5.4748,-37.0875,88.0
-5.4738,-35.7893,66.0
-5.4725,-35.7803,86.0
-5.4687,-35.622,91.0
-5.4646,-60.189,77.0
-5.4629,-60.1768,86.0
-5.4598,-45.1819,34.0
-5.4558,-45.0623,91.0
-5.4551,-43.3563,65.0
-5.4642,-43.355,64.0
-5.4577,-42.8607,84.0
-5.4552,-39.359,62.0
-5.46005,-39.21885,92.0
-5.4648,-35.7907,100.0
-5.4635,-35.7816,100.0
-5.4461,-45.5681,49.0
-5.4494,-44.0187,59.0
-5.4526,-43.4041,51.0
-5.4473,-43.3669,53.0
-5.449949999999999,-43.3582,48.5
-5.4489,-39.4436,94.0
-5.4476,-39.4345,78.0
-5.4539,-39.3499,42.0
-5.4546,-35.3952,85.0
-5.4401,-44.0132,80.0
-5.4385,-43.0996,47.0
-5.443,-39.218,34.0
-5.4288,-44.5508,82.0
-5.4308,-40.7553,73.0
-5.4295,-40.7462,62.0
-5.4329,-39.5773,58.0
-5.4317,-39.5503,100.0
-5.4305,-39.5414,100.0
-5.4223,-49.1863,64.0
-5.4217,-44.2306,68.0
-5.4156,-43.438,31.0
-5.419449999999999,-42.65965,53.5
-5.4156,-39.5876,46.0
-5.420450000000001,-39.5824,76.5
-5.4231,-39.574,88.0
-5.4108,-46.7659,44.0
-5.4099,-43.6651,44.0
-5.4147,-39.5887,100.0
-5.4131,-39.5778,83.0
-5.4146,-38.5725,79.0
-5.4015,-46.766,30.0
-5.4002,-46.757,34.0
-5.396,-44.8971,67.0
-5.40275,-43.66075,45.0
-5.3992,-39.7501,56.0
-5.3853,-43.7795,57.0
-5.3919,-42.8941,22.0
-5.3913,-40.6405,66.0
-5.3775,-37.3512,60.0
-5.3838,-37.3428,20.0
-5.3694,-42.7601,76.0
-5.3652,-40.5296,44.0
-5.3682,-37.3419,61.0
-5.355,-60.141,66.0
-5.3638,-40.5196,68.0
-5.3587,-39.7488,36.0
-5.3637,-39.519499999999994,56.0
-5.3647,-35.6962,77.0
-5.3626,-35.6808,81.0
-5.3532,-43.0684,40.0
-5.3547,-35.687,85.0
-5.3437,-41.8584,100.0
-5.345,-40.6816,55.0
-5.3426,-40.5736,76.0
-5.3351,-36.775,66.0
-5.3348,-41.8598,91.0
-5.3275,-41.2513,61.0
-5.3332,-40.5749,85.0
-5.3259,-36.7789,86.0
-5.317,-47.1932,70.0
-5.3162,-43.81,67.0
-5.3188,-43.3298,62.0
-5.322,-40.9732,73.0
-5.3085,-43.3481,44.0
-5.3116,-40.5075,60.0
-5.3102,-40.4982,79.0
-5.3078,-36.1272,77.0
-5.3102,-35.61,80.0
-5.3089,-35.6011,98.0
-5.2952,-43.1714,48.0
-5.3019,-42.9705,50.0
-5.2982,-35.6996,51.0
-5.2869,-44.746,67.0
-5.2941,-39.7478,74.0
-5.2869,-35.4781,82.0
-5.2788,-44.906,61.0
-5.2778,-44.89815,64.5
-5.2806,-35.48355,79.5
-5.2746,-60.4207,53.0
-5.2685,-44.1507,63.0
-5.2722,-43.6602,29.0
-5.2694,-38.5293,80.0
-5.268,-38.5195,78.0
-5.2655,-36.0482,73.0
-5.256,-44.996,80.0
-5.2635,-41.0256,55.0
-5.2577,-36.8017,24.0
-5.2643,-36.1956,96.0
-5.2457,-44.9278,91.0
-5.2465,-37.5234,56.0
-5.2501,-37.4608,53.0
-5.239,-56.0602,61.0
-5.236,-44.9218,58.0
-5.2411,-42.609,68.0
-5.2428,-40.7456,87.0
-5.241,-40.646,100.0
-5.2356,-35.6637,66.0
-5.2363,-35.6177,61.0
-5.2301,-56.0589,48.0
-5.2287,-37.542,43.0
-5.2335,-35.6484,96.0
-5.2219,-47.8736,45.0
-5.2219,-43.4534,29.0
-5.2203,-43.4425,81.0
-5.2155,-43.1732,49.0
-5.2155,-43.0997,43.0
-5.2244,-39.2661,36.0
-5.2218,-38.58,64.0
-5.2151,-37.5825,60.0
-5.2071,-45.8847,30.0
-5.2141,-43.1722,44.0
-5.2146,-38.0174,58.0
